窑	11
芭	11
呵	10
屹	10
锏	10
枫	10
疤	10
恳	10
醋	10
剽	10
耽	10
倘	10
袱	10
躬	10
炜	10
篷	10
漆	10
烨	10
柿	10
咱	10
鞍	10
勺	10
矫	10
抉	10
汝	10
拎	10
脾	10
涩	10
勉	10
彝	10
锆	10
婧	10
聋	10
窖	10
滤	10
嘘	10
鹰	10
玄	10
芷	10
茜	10
绯	10
袍	10
剿	10
蟑	10
螂	10
窘	10
晟	10
玫	10
茄	10
幢	10
聂	10
棕	10
壶	10
氰	10
摧	10
蜡	10
秸	10
秆	10
涡	10
涝	10
邪	10
裴	10
棵	10
剃	9
眨	9
朔	9
腻	9
玺	9
敷	9
拣	9
萱	9
贱	9
匕	9
诀	9
犀	9
祷	9
伽	9
灶	9
醇	9
毽	9
蹊	9
炙	9
遛	9
驼	9
懒	9
亥	9
熏	9
黛	9
勋	9
娴	9
腺	9
拱	9
殷	9
菡	9
旷	9
驿	9
痱	9
恤	9
琼	9
倦	9
峙	9
晃	9
彪	9
悟	9
笋	9
烽	9
杏	9
葵	9
颂	9
甫	9
栽	9
笨	9
舶	9
杖	9
踞	9
穗	9
幌	9
溉	9
昭	9
瀑	9
祁	9
萝	9
醛	9
铀	9
跷	9
诬	9
囚	9
漩	9
俘	9
曦	9
掴	9
钊	9
瑾	9
耷	9
坂	9
俪	8
霄	8
粘	8
喔	8
梭	8
绸	8
缪	8
顷	8
窒	8
巫	8
惫	8
毙	8
晏	8
痒	8
捏	8
袂	8
戳	8
夯	8
坯	8
栖	8
岂	8
哨	8
涞	8
芙	8
嫉	8
镶	8
坷	8
卉	8
刁	8
剁	8
怜	8
蔗	8
晤	8
葫	8
蠢	8
暧	8
厮	8
喉	8
矢	8
沼	8
羁	8
纬	8
芜	8
慷	8
珉	8
崴	8
砾	8
雀	8
绷	8
粹	8
庚	8
琢	8
黯	8
荔	8
阎	8
遴	8
匝	8
垦	8
胰	8
忱	8
泷	8
谤	8
踹	8
泾	8
谊	8
烹	8
蚂	8
洼	8
垮	8
炖	8
汀	8
桓	8
赣	8
筵	8
懿	8
堕	8
搁	7
莽	7
栗	7
瞎	7
挚	7
庾	7
裔	7
嘟	7
蒜	7
荼	7
喆	7
豁	7
叮	7
畊	7
匾	7
淆	7
穴	7
伺	7
皱	7
斧	7
噬	7
辍	7
桔	7
梓	7
绊	7
驭	7
晔	7
峨	7
妒	7
寞	7
囧	7
沮	7
珮	7
侄	7
磋	7
荫	7
娥	7
诿	7
帜	7
雍	7
爪	7
沥	7
罂	7
瓯	7
滔	7
岚	7
鸽	7
妃	7
枞	7
桦	7
橡	7
毋	7
猿	7
璧	7
耘	7
暨	7
癫	7
缆	7
碱	7
囤	7
蛟	7
掠	7
禺	7
诽	7
藻	7
璞	7
膺	7
猖	7
獗	7
丐	7
沓	7
饪	7
嬛	7
韬	7
吼	7
弦	7
蜇	7
鹭	7
嗅	7
巍	7
寥	7
匈	7
殃	7
诫	7
隧	7
婵	6
悚	6
邯	6
郸	6
嘱	6
羲	6
煞	6
蝇	6
卦	6
咫	6
宕	6
咳	6
枣	6
飚	6
昙	6
辙	6
哽	6
宙	6
煊	6
喧	6
捻	6
眷	6
扁	6
憧	6
憬	6
蛰	6
铉	6
戎	6
镑	6
蹼	6
耒	6
缚	6
胫	6
褒	6
亟	6
噱	6
鞭	6
钵	6
璀	6
绽	6
赡	6
吾	6
酗	6
殡	6
麋	6
蒿	6
觑	6
苯	6
窍	6
菊	6
陋	6
踊	6
稚	6
樱	6
卜	6
隋	6
馅	6
黏	6
薯	6
缭	6
蹿	6
禄	6
瞧	6
糙	6
跤	6
襄	6
饵	6
眈	6
疹	6
拯	6
邬	6
峭	6
珀	6
躯	6
奴	6
皂	6
褚	6
窨	6
翟	6
泵	6
骸	6
壹	6
陡	6
棠	6
寅	6
蕊	6
娄	6
寇	6
镉	6
剐	6
滕	6
殒	6
矮	5
攥	5
辫	5
褪	5
棱	5
晗	5
摁	5
觅	5
癖	5
呜	5
襁	5
褓	5
漓	5
逍	5
赐	5
蹴	5
淞	5
釜	5
暇	5
梧	5
遐	5
渍	5
仨	5
姥	5
惺	5
伶	5
踵	5
竺	5
炬	5
阀	5
矣	5
憋	5
籁	5
倚	5
瞅	5
礁	5
矗	5
姬	5
咎	5
涿	5
粟	5
籽	5
舵	5
莆	5
藜	5
赘	5
丫	5
茗	5
甥	5
奂	5
揍	5
喇	5
厥	5
粥	5
祺	5
陨	5
骷	5
髅	5
槌	5
鲸	5
榔	5
凹	5
泔	5
嚼	5
徙	5
煜	5
虏	5
怂	5
颐	5
嗯	5
嘀	5
嗒	5
靳	5
昱	5
怠	5
泌	5
杳	5
蚕	5
豚	5
煦	5
廓	5
蔷	5
蜀	5
潢	5
峪	5
肛	5
禧	5
栓	5
尧	5
窟	5
漳	5
崂	5
枕	5
淝	5
拷	5
膊	5
嫣	5
祠	5
汞	5
镍	5
厄	5
粤	5
煲	4
屎	4
夭	4
铆	4
窦	4
锌	4
愕	4
腼	4
腆	4
墟	4
牡	4
啧	4
闰	4
亢	4
拮	4
瑶	4
笛	4
轧	4
宸	4
缜	4
熹	4
榷	4
琅	4
萃	4
掣	4
羿	4
缮	4
啼	4
胯	4
诧	4
睫	4
砺	4
戛	4
铐	4
愚	4
噩	4
袄	4
槟	4
叼	4
炅	4
伎	4
抠	4
袒	4
毓	4
唏	4
珲	4
憨	4
腥	4
焉	4
钛	4
琨	4
趾	4
谙	4
炽	4
狸	4
恍	4
筷	4
骁	4
绚	4
贮	4
垡	4
哼	4
啸	4
铨	4
屑	4
撂	4
莘	4
瞰	4
镳	4
叭	4
痹	4
悸	4
蹄	4
枉	4
拙	4
缀	4
荟	4
聆	4
吝	4
睦	4
禀	4
搀	4
拌	4
熠	4
帘	4
羚	4
孰	4
栅	4
鹜	4
翱	4
兢	4
芋	4
汶	4
譬	4
媲	4
覆	4
惋	4
嗑	4
汕	4
岖	4
浊	4
痰	4
骋	4
抡	4
壕	4
蔑	4
汲	4
寝	4
匀	4
涠	4
焯	4
涅	4
蔺	4
奚	4
筱	4
懋	4
嬉	4
卞	4
簧	4
麓	4
酌	4
馊	4
咄	4
砒	4
髦	4
孜	4
麾	4
濒	4
荞	4
硚	4
凿	4
歆	4
獒	4
蹦	4
蛐	4
瘠	4
呃	4
渚	4
胺	4
诵	4
闽	4
斛	4
渺	3
嘎	3
卤	3
谩	3
翩	3
柠	3
檬	3
掺	3
叱	3
妞	3
胚	3
匣	3
睬	3
嗓	3
瞳	3
搪	3
诙	3
俐	3
讪	3
昼	3
敖	3
讧	3
毗	3
莴	3
苣	3
憔	3
悴	3
迸	3
懵	3
馋	3
搡	3
拧	3
饺	3
摹	3
柚	3
苟	3
懊	3
塾	3
滇	3
缄	3
寮	3
迂	3
腱	3
砌	3
矜	3
瘀	3
跆	3
鹊	3
霹	3
雳	3
葱	3
垢	3
僚	3
裆	3
匠	3
颤	3
璐	3
昀	3
沣	3
卯	3
腑	3
菁	3
棺	3
笈	3
哺	3
鄙	3
诩	3
筏	3
谬	3
沐	3
檀	3
撮	3
熔	3
痘	3
瞪	3
喘	3
苇	3
嚷	3
匮	3
缨	3
蝗	3
吆	3
骥	3
皖	3
唾	3
扼	3
灞	3
绣	3
锄	3
滁	3
渀	3
痫	3
柬	3
恿	3
糯	3
琬	3
黝	3
掰	3
靴	3
噎	3
啃	3
痣	3
釉	3
杞	3
紊	3
鹃	3
膛	3
哉	3
犷	3
箍	3
庵	3
诅	3
橱	3
磐	3
蜈	3
蚣	3
拄	3
畿	3
婶	3
鄞	3
媞	3
狄	3
蜓	3
缕	3
茸	3
膳	3
拗	3
燎	3
溥	3
悖	3
郫	3
郡	3
鳝	3
褂	3
酪	3
圪	3
惮	3
烃	3
瓣	3
殉	3
嗨	3
戟	3
氓	3
俭	3
胳	3
跺	3
飓	3
叛	3
绒	3
忐	3
忑	3
垤	3
铂	3
嗤	3
皋	3
瑚	3
涧	3
秤	3
腌	3
庇	3
琛	3
矸	3
蕙	3
洱	3
斋	3
町	3
乍	3
弩	3
钴	3
邑	3
嵩	3
粳	3
秃	2
惦	2
帼	2
哆	2
嗦	2
皙	2
舛	2
狰	2
狞	2
椰	2
伢	2
啵	2
锭	2
狙	2
榻	2
镖	2
屿	2
怦	2
佼	2
珜	2
磺	2
噘	2
钝	2
揉	2
痊	2
烘	2
迥	2
臃	2
貔	2
貅	2
汾	2
淌	2
凄	2
觊	2
觎	2
蜚	2
扉	2
嚏	2
疚	2
稣	2
灸	2
嗽	2
瓢	2
萋	2
嗷	2
嗡	2
陂	2
嘻	2
痼	2
鲶	2
颚	2
渲	2
晾	2
妄	2
惚	2
蚝	2
涕	2
玖	2
丞	2
嚎	2
祛	2
虞	2
萦	2
锷	2
驯	2
瓮	2
鳖	2
屌	2
迢	2
熨	2
铿	2
锵	2
茁	2
圩	2
捎	2
掮	2
蔫	2
酣	2
荤	2
犒	2
饕	2
餮	2
邃	2
粽	2
卑	2
蜷	2
侥	2
冥	2
绅	2
罹	2
胱	2
舀	2
棘	2
瑙	2
侬	2
佶	2
妩	2
隼	2
檐	2
逡	2
蠕	2
挎	2
虱	2
掖	2
髋	2
栾	2
鹞	2
蝎	2
烊	2
澈	2
飒	2
菠	2
姝	2
舸	2
俾	2
锚	2
酶	2
雌	2
椿	2
酋	2
戮	2
曰	2
摒	2
蹂	2
躏	2
樟	2
辘	2
郜	2
姊	2
甬	2
抿	2
闳	2
霁	2
泗	2
鲨	2
珑	2
狒	2
铰	2
砷	2
铎	2
瘟	2
腩	2
伉	2
镁	2
槿	2
砥	2
殆	2
捺	2
挝	2
琊	2
筐	2
婪	2
咤	2
朽	2
暮	2
榈	2
桎	2
垣	2
婕	2
鏖	2
袈	2
裟	2
柞	2
砰	2
瀛	2
蚯	2
蚓	2
鳅	2
汴	2
藩	2
骜	2
漯	2
鸠	2
恙	2
瘸	2
濮	2
簸	2
秧	2
抒	2
爵	2
鄢	2
盹	2
溧	2
箕	2
祉	2
烁	2
岐	2
琶	2
綦	2
圃	2
蜿	2
蜒	2
槐	2
覃	2
瞿	2
俚	2
忻	2
邺	2
隽	2
逞	2
窈	2
窕	2
楞	2
淖	2
沁	2
俸	2
鸥	2
鳞	2
麒	2
袜	2
鲟	2
酯	2
掂	2
葆	2
蟋	2
蟀	2
箔	2
馥	2
锹	2
瘩	2
殓	2
洙	2
镯	2
弑	2
腓	2
陇	2
叨	2
猬	2
袆	2
脍	2
蚌	2
祎	2
趺	2
坨	2
搐	2
<eos>	-1
